LON,LAT,REGIME
43.5,36.5,TF
32.5,42.5,TF
3.5,43.5,TF
-10.5,38.5,TF
12.5,51.5,NF
14.5,53.5,TF
4.5,57.5,TF
-10.5,36.5,TF
16.5,48.5,TF
-0.5,53.5,NF
42.5,42.5,TF
-3.5,39.5,TF
5.5,53.5,NF
12.5,40.5,TF
37.5,37.5,TF
42.5,39.5,TF
17.5,45.5,TF
17.5,55.5,TF
0.5,40.5,TF
3.5,52.5,NF
31.5,45.5,TF
32.5,45.5,NF
33.5,35.5,TF
-9.5,42.5,TF
27.5,47.5,TF
29.5,43.5,TF
-6.5,36.5,TF
41.5,41.5,NF
-4.5,49.5,TF
29.5,44.5,TF
11.5,37.5,TF
26.5,44.5,NF
-0.5,45.5,TF
-2.5,44.5,TF
14.5,41.5,TF
-3.5,45.5,SS
15.5,46.5,TF
11.5,38.5,TF
21.5,55.5,TF
13.5,51.5,NF
25.5,39.5,NF
2.5,55.5,TF
11.5,52.5,TF
28.5,43.5,SS
-2.5,39.5,SS
-5.5,52.5,NF
11.5,53.5,TF
7.5,55.5,TF
15.5,44.5,NF
24.5,35.5,NF
29.5,42.5,SS
9.5,51.5,NF
38.5,41.5,NF
-7.5,40.5,NF
27.5,49.5,NF
1.5,41.5,NF
7.5,50.5,NF
16.5,51.5,NF
-2.5,40.5,TF
16.5,42.5,TF
-2.5,36.5,TF
44.5,36.5,NF
7.5,38.5,SS
7.5,54.5,TF
27.5,37.5,NF
10.5,36.5,TF
3.5,57.5,TF
-8.5,40.5,NF
-0.5,49.5,TF
24.5,40.5,NF
-8.5,51.5,TF
1.5,54.5,TF
18.5,42.5,TF
4.5,45.5,TF
-8.5,44.5,TF
23.5,39.5,NF
1.5,50.5,TF
24.5,37.5,NF
3.5,50.5,TF
32.5,37.5,NF
20.5,45.5,TF
4.5,56.5,TF
12.5,37.5,SS
40.5,44.5,TF
16.5,58.5,NF
25.5,35.5,TF
17.5,36.5,TF
10.5,53.5,NF
3.5,36.5,TF
28.5,45.5,SS
18.5,48.5,NF
6.5,42.5,TF
23.5,47.5,SS
7.5,52.5,TF
40.5,38.5,TF
5.5,55.5,TF
7.5,53.5,NF
3.5,40.5,TF
6.5,57.5,TF
31.5,38.5,NF
21.5,40.5,NF
23.5,50.5,NF
36.5,36.5,NF
3.5,44.5,NF
0.5,54.5,NF
-0.5,55.5,TF
1.5,43.5,TF
13.5,50.5,NF
43.5,38.5,TF
12.5,55.5,TF
25.5,37.5,NF
-10.5,37.5,TF
-6.5,47.5,SS
8.5,55.5,TF
3.5,54.5,SS
8.5,35.5,TF
38.5,40.5,SS
21.5,37.5,TF
33.5,43.5,TF
30.5,36.5,NF
17.5,35.5,TF
12.5,53.5,SS
29.5,45.5,NF
-1.5,52.5,TF
0.5,36.5,TF
27.5,46.5,NF
-3.5,56.5,TF
25.5,44.5,TF
34.5,39.5,NF
23.5,52.5,NF
-2.5,50.5,TF
17.5,41.5,TF
29.5,35.5,NF
8.5,40.5,TF
32.5,38.5,NF
-4.5,44.5,TF
37.5,42.5,TF
1.5,48.5,TF
26.5,45.5,NF
20.5,53.5,TF
24.5,50.5,TF
8.5,42.5,SS
35.5,38.5,NF
12.5,42.5,NF
0.5,35.5,NF
-1.5,55.5,TF
34.5,35.5,TF
-7.5,44.5,NF
16.5,38.5,NF
17.5,43.5,TF
27.5,41.5,NF
24.5,43.5,NF
-2.5,49.5,TF
1.5,46.5,NF
8.5,47.5,NF
17.5,44.5,TF
13.5,43.5,TF
38.5,38.5,NF
9.5,46.5,TF
5.5,36.5,TF
2.5,54.5,TF
0.5,42.5,NF
16.5,52.5,TF
35.5,39.5,NF
14.5,48.5,NF
40.5,42.5,TF
17.5,51.5,TF
23.5,48.5,TF
-5.5,53.5,NF
44.5,44.5,TF
-3.5,40.5,TF
5.5,52.5,NF
23.5,46.5,NF
33.5,42.5,TF
41.5,44.5,NF
11.5,43.5,NF
35.5,37.5,NF
9.5,44.5,NF
2.5,51.5,TF
6.5,46.5,TF
-1.5,40.5,TF
-1.5,43.5,TF
8.5,57.5,TF
4.5,41.5,TF
11.5,35.5,TF
21.5,39.5,NF
23.5,38.5,NF
10.5,56.5,TF
27.5,43.5,NF
10.5,44.5,NF
19.5,35.5,SS
23.5,35.5,NF
12.5,36.5,TF
-6.5,43.5,NF
13.5,41.5,TF
7.5,41.5,TF
24.5,42.5,NF
-6.5,54.5,NF
23.5,40.5,NF
19.5,39.5,TF
-6.5,41.5,TF
-4.5,45.5,TF
-4.5,48.5,TF
39.5,42.5,TF
36.5,43.5,TF
30.5,39.5,NF
23.5,42.5,TF
6.5,36.5,TF
9.5,42.5,TF
27.5,45.5,NF
6.5,35.5,TF
5.5,35.5,SS
18.5,44.5,TF
6.5,53.5,TF
12.5,35.5,SS
-5.5,54.5,NF
35.5,42.5,TF
-4.5,35.5,NF
19.5,36.5,SS
17.5,37.5,TF
-3.5,54.5,TF
-9.5,40.5,TF
23.5,49.5,TF
21.5,53.5,TF
1.5,49.5,TF
18.5,39.5,SS
5.5,37.5,SS
16.5,53.5,NF
7.5,49.5,TF
21.5,58.5,NF
12.5,48.5,TF
5.5,54.5,TF
-5.5,41.5,NF
33.5,37.5,NF
1.5,37.5,TF
17.5,42.5,TF
11.5,58.5,NF
-2.5,51.5,NF
20.5,41.5,NF
14.5,35.5,NF
28.5,41.5,TF
-6.5,35.5,TF
13.5,47.5,NF
15.5,54.5,TF
25.5,41.5,NF
-2.5,41.5,TF
20.5,39.5,SS
32.5,41.5,TF
6.5,47.5,NF
-5.5,38.5,NF
10.5,37.5,TF
1.5,51.5,TF
22.5,39.5,NF
-4.5,39.5,TF
17.5,39.5,TF
21.5,46.5,TF
2.5,46.5,TF
1.5,45.5,TF
43.5,40.5,TF
22.5,37.5,NF
-7.5,49.5,SS
39.5,37.5,SS
-2.5,46.5,SS
34.5,43.5,TF
27.5,38.5,NF
22.5,36.5,NF
13.5,39.5,TF
24.5,51.5,NF
22.5,45.5,TF
9.5,57.5,TF
-1.5,48.5,NF
2.5,41.5,SS
5.5,46.5,TF
30.5,38.5,NF
14.5,43.5,TF
18.5,46.5,TF
-8.5,55.5,SS
-7.5,35.5,TF
-1.5,47.5,NF
-0.5,37.5,TF
2.5,48.5,SS
19.5,38.5,SS
-4.5,42.5,TF
10.5,52.5,TF
19.5,41.5,TF
23.5,51.5,TF
-7.5,38.5,TF
1.5,56.5,TF
26.5,38.5,NF
29.5,47.5,TF
-3.5,38.5,SS
30.5,35.5,NF
13.5,44.5,TF
-1.5,50.5,NF
4.5,55.5,TF
14.5,39.5,TF
7.5,43.5,TF
35.5,40.5,SS
6.5,48.5,TF
3.5,35.5,SS
-3.5,35.5,NF
-1.5,41.5,NF
-2.5,47.5,TF
5.5,40.5,TF
26.5,43.5,NF
33.5,41.5,TF
10.5,35.5,TF
8.5,53.5,TF
8.5,45.5,SS
-10.5,35.5,TF
12.5,57.5,NF
-8.5,35.5,SS
-0.5,46.5,TF
4.5,52.5,NF
8.5,46.5,NF
37.5,40.5,NF
29.5,46.5,SS
16.5,55.5,TF
1.5,35.5,NF
28.5,37.5,NF
6.5,49.5,TF
0.5,49.5,TF
10.5,54.5,NF
-6.5,39.5,TF
20.5,47.5,TF
23.5,36.5,TF
-5.5,39.5,NF
35.5,44.5,TF
6.5,54.5,TF
12.5,52.5,NF
-2.5,48.5,NF
-2.5,43.5,NF
15.5,55.5,TF
22.5,49.5,NF
10.5,57.5,NF
34.5,37.5,NF
-6.5,40.5,TF
4.5,35.5,SS
-0.5,47.5,TF
4.5,51.5,TF
16.5,54.5,SS
8.5,54.5,TF
6.5,37.5,SS
38.5,37.5,NF
29.5,37.5,NF
-9.5,44.5,SS
-4.5,55.5,SS
31.5,37.5,NF
21.5,49.5,TF
42.5,35.5,SS
10.5,47.5,SS
19.5,50.5,NF
9.5,55.5,NF
17.5,49.5,TF
4.5,36.5,TF
-9.5,35.5,SS
10.5,39.5,TF
-1.5,42.5,NF
19.5,42.5,NF
16.5,46.5,TF
9.5,36.5,TF
-7.5,39.5,TF
4.5,40.5,TF
14.5,38.5,TF
-8.5,39.5,NF
-0.5,51.5,NF
17.5,50.5,NF
22.5,58.5,TF
17.5,47.5,NF
-3.5,51.5,TF
-6.5,52.5,TF
37.5,35.5,NF
-9.5,43.5,NF
-8.5,36.5,TF
41.5,40.5,NF
-10.5,44.5,SS
1.5,52.5,TF
17.5,53.5,TF
0.5,51.5,TF
19.5,49.5,TF
18.5,52.5,TF
16.5,56.5,TF
23.5,37.5,NF
16.5,49.5,SS
-3.5,42.5,TF
21.5,35.5,TF
16.5,37.5,TF
15.5,37.5,TF
20.5,58.5,NF
43.5,41.5,TF
25.5,47.5,NF
14.5,58.5,NF
28.5,38.5,NF
32.5,35.5,NF
0.5,50.5,NF
5.5,42.5,TF
-6.5,48.5,NF
13.5,45.5,NF
11.5,54.5,TF
-6.5,55.5,TF
19.5,55.5,NF
1.5,40.5,NF
-1.5,35.5,NF
3.5,37.5,TF
15.5,39.5,SS
6.5,56.5,TF
6.5,45.5,TF
11.5,51.5,TF
14.5,57.5,NF
30.5,45.5,TF
31.5,40.5,SS
17.5,52.5,NF
21.5,50.5,TF
2.5,47.5,TF
39.5,39.5,SS
4.5,48.5,TF
13.5,36.5,SS
2.5,56.5,TF
28.5,48.5,SS
