ID,LON,LAT,QUALITY,PLATE,DIST,AZI,AZI_PRED,ABS_ERROR_DEG
wsm00510,22.127,40.053,C,EU,143.0,103.0000000170005,103.0,1.7000502339215018e-08
wsm00511,23.567,41.125,A,EU,139.0,90.0,90.0,0.0
wsm00512,23.567,41.125,A,EU,139.0,34.00000049658536,34.0,4.965853577232338e-07
wsm00513,23.882,40.867,B,EU,106.0,77.99999969944032,78.0,3.005596767025054e-07
wsm00514,23.882,40.867,B,EU,106.0,88.00000014345447,87.99999,7.772849002662952e-06
wsm00515,23.05,40.683,B,EU,117.0,62.000000227536525,62.000004,3.587160740892159e-06
wsm00517,23.333,40.667,A,EU,101.0,97.00000016287966,97.0,1.6287965820538375e-07
wsm00518,23.333,40.667,A,EU,101.0,73.99999986078107,74.0,1.3921892616508558e-07
wsm00520,25.917,40.917,A,EU,66.0,84.00000030999979,84.0,3.099997911704122e-07
wsm00521,26.057,40.877,A,EU,58.0,82.99999983712034,83.0,1.6287965820538375e-07
wsm00690,9.513,50.2,C,EU,1245.0,152.00000022753653,152.0,2.2753653183826827e-07
wsm00694,7.753,48.149,C,EU,1046.0,73.99999986078107,74.0,1.3921892616508558e-07
wsm00705,7.94,50.07,C,EU,1249.0,136.99999985654554,137.0,1.4345445720209682e-07
wsm00706,6.69,50.65,C,EU,1334.0,37.99999983712034,38.0,1.6287965820538375e-07
wsm00707,7.97,50.26,C,EU,1269.0,162.99999977246347,163.0,2.2753653183826827e-07
wsm00712,7.99,50.68,C,EU,1315.0,117.99999977246347,118.0,2.2753653183826827e-07
wsm00715,7.7,50.18,C,EU,1265.0,129.0000003099998,129.0,3.099997911704122e-07
wsm00717,8.3,50.04,C,EU,1241.0,148.0000000170005,148.0,1.7000502339215018e-08
wsm00721,7.21,50.53,C,EU,1311.0,162.00000033067508,162.0,3.306750784304313e-07
wsm00723,6.78,50.96,C,EU,1365.0,25.999999796155727,25.999998,1.7035043597957156e-06
wsm00754,5.51,50.85,C,EU,1382.0,85.99999980695719,86.0,1.9304280840515275e-07
wsm00755,6.1,50.43,C,EU,1324.0,132.00000002991624,132.0,2.991623659909237e-08
wsm00759,13.649,46.63,C,EU,860.0,157.9999991731603,158.0,8.268397095889668e-07
wsm00761,15.167,47.283,C,EU,930.0,149.00000066579972,149.0,6.657997175807395e-07
wsm00765,14.69,47.193,B,EU,931.0,7.00000016287966,6.9999995,6.397168181848656e-07
wsm00770,5.926,50.813,C,EU,1368.0,130.9999998069572,131.0,1.9304280840515275e-07
wsm00774,5.513,50.632,C,EU,1359.0,121.9999999829995,122.0,1.7000502339215018e-08
wsm00802,18.11,47.06,B,EU,878.0,72.99999977246348,73.0,2.2753651762741356e-07
wsm01357,10.65,35.7,C,AF,290.0,143.00000012142897,143.0,1.2142896821387694e-07
wsm01358,9.8,35.55,C,AF,254.0,103.0000000170005,103.0,1.7000502339215018e-08
wsm01558,10.1,37.25,C,AF,140.0,154.00000020384428,154.0,2.0384428012221179e-07
wsm01559,10.3,36.8,C,AF,184.0,24.99999934094341,24.999998,1.2482920439538248e-06
wsm02400,14.36,46.318,C,EU,840.0,77.99999969944032,78.0,3.005596767025054e-07
wsm02404,15.536,46.195,C,EU,806.0,166.9999999829995,167.0,1.7000502339215018e-08
wsm02411,16.57,42.37,B,EU,375.0,174.0000003099998,174.0,3.099997911704122e-07
wsm02413,13.42,43.72,A,EU,542.0,84.99999985844721,84.99999,7.487841742204182e-06
wsm02454,13.197,46.302,C,EU,818.0,155.00000065905658,155.0,6.590565817532479e-07
wsm02455,13.293,46.298,C,EU,819.0,162.00000033067508,162.0,3.306750784304313e-07
wsm02456,13.0,46.25,B,EU,809.0,178.00000014345446,178.0,1.4345445720209682e-07
wsm02457,13.25,46.3,A,EU,818.0,170.99999998633857,171.0,1.3661434650202864e-08
wsm02458,13.163,46.295,C,EU,816.0,45.0,45.0,0.0
wsm02459,13.162,46.293,C,EU,816.0,133.00000014345446,133.0,1.4345445720209682e-07
wsm02460,13.193,46.26,C,EU,813.0,169.99999967030342,170.0,3.2969657581816136e-07
wsm02461,13.203,46.29,C,EU,816.0,160.99999979615572,161.0,2.0384428012221179e-07
wsm02462,13.293,46.348,C,EU,824.0,166.9999999829995,167.0,1.7000502339215018e-08
wsm02463,13.245,46.307,C,EU,819.0,166.9999999829995,167.0,1.7000502339215018e-08
wsm02464,13.152,46.242,C,EU,810.0,158.9999993456064,159.0,6.543936024172581e-07
wsm02465,13.178,46.29,C,EU,816.0,35.999999986338565,36.0,1.3661434650202864e-08
wsm02466,13.185,46.29,C,EU,816.0,169.99999967030342,170.0,3.2969657581816136e-07
wsm02468,13.215,46.308,C,EU,819.0,172.99999983712033,173.0,1.6287967241623846e-07
wsm02469,13.138,46.265,C,EU,813.0,157.9999991731603,158.0,8.268397095889668e-07
wsm02470,13.045,46.245,C,EU,809.0,171.99999987857103,172.0,1.2142896821387694e-07
wsm02471,13.302,46.215,C,EU,810.0,5.000000141552782,5.0,1.4155278194039056e-07
wsm02472,13.325,46.263,C,EU,815.0,154.00000020384428,154.0,2.0384428012221179e-07
wsm02473,13.318,46.273,C,EU,816.0,164.999999777354,165.0,2.2264600829657866e-07
wsm02475,12.712,46.332,C,EU,815.0,166.9999999829995,167.0,1.7000502339215018e-08
wsm02476,13.132,46.322,C,EU,819.0,171.99999987857103,172.0,1.2142896821387694e-07
wsm02480,12.142,46.012,C,EU,774.0,147.00000030055966,147.0,3.0055966249165067e-07
wsm02481,13.208,46.283,C,EU,816.0,55.99999950341464,55.999996,3.3181119079017662e-06
wsm02482,12.57,43.27,B,EU,477.0,117.00000033067508,117.0,3.306750784304313e-07
wsm02497,15.916,46.208,C,EU,800.0,15.000000222646023,15.0,2.2264602250743337e-07
wsm02500,12.45,50.25,C,EU,1246.0,145.99999950341464,146.0,4.965853577232338e-07
wsm02501,12.45,50.24,C,EU,1245.0,110.00000065905658,110.0,6.590565817532479e-07
wsm02502,12.43,50.22,C,EU,1243.0,109.00000020384428,109.0,2.0384428012221179e-07
wsm02503,12.46,50.23,C,EU,1244.0,133.00000014345446,133.0,1.4345445720209682e-07
wsm02504,12.46,50.23,A,EU,1244.0,148.0000000170005,148.0,1.7000502339215018e-08
wsm02505,12.44,50.23,C,EU,1244.0,132.00000002991624,132.0,2.991623659909237e-08
wsm02508,12.45,50.24,C,EU,1245.0,144.00000001366143,144.0,1.3661434650202864e-08
wsm02510,12.45,50.24,C,EU,1245.0,147.00000030055966,147.0,3.0055966249165067e-07
wsm02511,12.47,50.24,C,EU,1245.0,148.0000000170005,148.0,1.7000502339215018e-08
wsm02526,24.2,42.2,B,EU,240.0,109.00000020384428,109.0,2.0384428012221179e-07
wsm02545,26.0,43.25,A,EU,293.0,72.99999977246348,73.0,2.2753651762741356e-07
wsm02578,17.617,47.317,C,EU,907.0,151.0000001392189,151.0,1.3921891195423086e-07
wsm0339,-1.53,53.19,C,EU,1558.0,147.00000030055966,147.0,3.0055966249165067e-07
wsm0340,-5.89,56.8,C,EU,1071.0,28.999999860781077,28.999998,1.768129710200128e-06
wsm0341,1.45,51.32,C,EU,1553.0,144.00000001366143,144.0,1.3661434650202864e-08
wsm0343,4.23,50.309,C,EU,1361.0,27.000000330675075,27.0,3.3067507487771763e-07
wsm0359,-3.44,52.54,C,EU,1554.0,143.00000012142897,143.0,1.2142896821387694e-07
wsm0360,-0.306,53.3204,C,EU,1588.0,142.00000016287964,142.0,1.6287964399452903e-07
wsm0361,1.4421,51.2819,C,EU,1550.0,120.99999933420027,121.0,6.657997317915942e-07
wsm0363,-3.33,52.32,C,EU,1579.0,162.00000033067508,162.0,3.306750784304313e-07
wsm0365,-0.19,52.5,C,EU,1670.0,148.0000000170005,148.0,1.7000502339215018e-08
wsm0366,-4.4,53.13,C,EU,1465.0,112.00000082683971,112.0,8.268397095889668e-07
wsm0368,-2.86,54.21,C,EU,1416.0,118.99999986078106,119.0,1.392189403759403e-07
wsm0403,-2.0568,52.4247,C,EU,1613.0,162.99999977246347,163.0,2.2753653183826827e-07
wsm0404,-3.9,51.72,C,EU,1619.0,162.00000033067508,162.0,3.306750784304313e-07
wsm0405,-1.64,54.57,C,EU,1423.0,159.99999934094342,160.0,6.590565817532479e-07
wsm0406,-4.398,52.958,C,EU,1482.0,135.9999999532672,136.0,4.6732793634873815e-08
wsm0407,-4.38,52.96,C,EU,1482.0,148.0000000170005,148.0,1.7000502339215018e-08
wsm0408,-0.06,53.65,C,EU,1565.0,157.9999991731603,158.0,8.268397095889668e-07
wsm0409,-5.24,55.4,C,EU,1222.0,175.9999998069572,176.0,1.9304280840515275e-07
wsm0410,-0.33,53.4,C,EU,1579.0,149.00000066579972,149.0,6.657997175807395e-07
wsm0411,-0.33,53.4,C,EU,1579.0,143.00000012142897,143.0,1.2142896821387694e-07
wsm0412,-4.35,53.2,C,EU,1460.0,145.00000032969658,145.0,3.2969657581816136e-07
wsm0413,-2.2,52.53,C,EU,1598.0,130.9999998069572,131.0,1.9304280840515275e-07
wsm0414,-2.15,52.53,C,EU,1599.0,144.00000001366143,144.0,1.3661434650202864e-08
wsm0415,-1.61,52.28,C,EU,1642.0,136.99999985654554,137.0,1.4345445720209682e-07
wsm0416,-3.03,52.44,C,EU,1578.0,135.0,135.0,0.0
wsm0417,-3.146,54.39,C,EU,1390.0,156.0000006543936,156.0,6.543936024172581e-07
wsm0418,-2.15,52.52,C,EU,1600.0,145.99999950341464,146.0,4.965853577232338e-07
wsm0419,-0.86,52.85,C,EU,1613.0,140.0000001415528,140.0,1.4155278904581792e-07
wsm0420,-3.64,55.1,C,EU,1305.0,126.99999987857103,127.0,1.2142896821387694e-07
wsm0421,-3.22,52.43,C,EU,1572.0,166.9999999829995,167.0,1.7000502339215018e-08
wsm0422,-5.34,57.23,C,EU,1049.0,8.000000121428961,8.0,1.2142896110844958e-07
wsm0423,-5.34,57.23,C,EU,1049.0,7.00000016287966,6.9999995,6.397168181848656e-07
wsm0424,-3.8324,51.6729,C,EU,1626.0,150.000000222646,150.0,2.2264600829657866e-07
wsm0425,-3.83,53.25,C,EU,1473.0,143.00000012142897,143.0,1.2142896821387694e-07
wsm0426,-4.6269,52.8308,C,EU,1487.0,92.99999997008375,93.00001,7.659310782059947e-06
wsm0427,-3.83,51.77,C,EU,1616.0,162.99999977246347,163.0,2.2753653183826827e-07
wsm0428,-3.63,55.09,C,EU,1307.0,124.99999967030342,125.0,3.2969657581816136e-07
wsm0430,-5.2,50.1,C,EU,1544.0,124.00000049658536,124.0,4.965853577232338e-07
wsm0431,-1.314,54.594,C,EU,1433.0,145.00000032969658,145.0,3.2969657581816136e-07
wsm0432,-4.43,56.17,C,EU,1178.0,27.999999772463482,27.999998,1.6798121151850864e-06
wsm0433,-4.16,51.36,C,EU,1646.0,134.0000000467328,134.0,4.6732793634873815e-08
wsm0434,-0.72,52.73,C,EU,1630.0,107.00000022753652,107.0,2.2753651762741356e-07
wsm0435,-5.61,56.96,C,EU,1065.0,16.000000139218926,16.0,1.3921892616508558e-07
wsm0436,-0.73,52.72,C,EU,1630.0,110.00000065905658,110.0,6.590565817532479e-07
wsm0447,-4.39,52.96,C,EU,1482.0,149.00000066579972,149.0,6.657997175807395e-07
wsm0448,-2.57,51.99,C,EU,1637.0,140.0000001415528,140.0,1.4155278904581792e-07
wsm0449,-3.57,51.97,C,EU,1605.0,136.99999985654554,137.0,1.4345445720209682e-07
wsm0450,-2.74,52.79,C,EU,1554.0,129.9999998584472,130.0,1.4155278904581792e-07
wsm0451,-4.91,56.04,C,EU,1175.0,177.00000002991624,177.0,2.991623659909237e-08
wsm0452,-4.91,56.04,C,EU,1175.0,177.00000002991624,177.0,2.991623659909237e-08
wsm0453,1.17,51.1,C,EU,1543.0,114.9999993409434,115.0,6.590565959641026e-07
wsm0463,-4.38,52.96,C,EU,1482.0,119.99999977735398,120.0,2.2264602250743337e-07
wsm0464,1.83,56.97,C,EU,1343.0,134.0000000467328,134.0,4.6732793634873815e-08
wsm0465,3.816,50.406,C,EU,1384.0,90.99999995326722,91.0,4.67327794240191e-08
wsm0466,-3.25,51.7,C,EU,1642.0,174.0000003099998,174.0,3.099997911704122e-07
wsm04663,15.19,46.585,C,EU,855.0,34.99999967030343,35.0,3.29696568712734e-07
wsm0467,-3.408,55.211,C,EU,1303.0,144.00000001366143,144.0,1.3661434650202864e-08
wsm0468,-3.26,51.7,C,EU,1642.0,0.0,0.0,0.0
wsm04768,13.028,46.377,C,EU,823.0,162.99999977246347,163.0,2.2753653183826827e-07
wsm04769,12.714,46.27,C,EU,808.0,36.99999987857104,36.999996,3.6932683045165504e-06
wsm04771,13.21,46.309,C,EU,819.0,2.999999970083766,3.0,2.991623393455711e-08
wsm05088,24.68,45.3,C,EU,544.0,60.00000022264602,60.0,2.2264602250743337e-07
wsm06194,-2.793,40.468,C,EU,486.0,160.99999979615572,161.0,2.0384428012221179e-07
wsm06689,11.673,47.338,C,EU,919.0,50.000000141552775,50.0,1.415527748349632e-07
wsm06766,14.65,47.15,C,EU,927.0,25.999999796155727,25.999998,1.7035043597957156e-06
wsm06826,25.58,46.114,B,EU,608.0,40.9999998069572,41.0,1.930428012997254e-07
wsm06827,25.409,46.021,B,EU,601.0,39.99999985844722,40.0,1.4155278194039056e-07
wsm06828,25.409,46.029,B,EU,602.0,59.00000066579973,59.0,6.657997317915942e-07
wsm06829,25.431,46.031,B,EU,601.0,47.99999997008377,48.0,2.9916229493665014e-08
wsm06830,25.777,45.875,B,EU,578.0,54.00000001366144,53.999996,3.82835870738063e-06
wsm07895,13.32,46.24,C,EU,813.0,23.99999934560639,24.0,6.543936095226854e-07
wsm07896,13.39,46.15,C,EU,804.0,169.99999967030342,170.0,3.2969657581816136e-07
wsm07938,5.925,51.17,C,EU,1406.0,124.00000049658536,124.0,4.965853577232338e-07
wsm07998,-7.2,37.23,C,EU,189.0,126.99999987857103,127.0,1.2142896821387694e-07
wsm07999,-1.9,37.0,C,EU,116.0,0.9999999532672078,0.9999998,1.32081142134588e-07
wsm08000,-1.9,37.0,C,EU,116.0,27.999999772463482,27.999998,1.6798121151850864e-06
wsm08001,-1.9,37.0,C,EU,116.0,160.99999979615572,161.0,2.0384428012221179e-07
wsm08002,-1.62,37.71,C,EU,198.0,172.99999983712033,173.0,1.6287967241623846e-07
wsm08003,-1.63,37.71,C,EU,197.0,171.99999987857103,172.0,1.2142896821387694e-07
wsm08004,-1.64,37.71,C,EU,197.0,64.00000020384427,64.0,2.0384426591135707e-07
wsm08005,-1.64,37.71,C,EU,197.0,145.99999950341464,146.0,4.965853577232338e-07
wsm08006,-1.64,37.7,C,EU,196.0,171.99999987857103,172.0,1.2142896821387694e-07
wsm08007,-1.65,37.7,B,EU,195.0,174.9999998584472,175.0,1.4155278904581792e-07
wsm08008,-5.97,36.25,C,EU,149.0,22.00000082683971,21.999998,2.734188342401467e-06
wsm08010,-5.93,36.46,C,EU,171.0,104.00000066579973,104.0,6.657997317915942e-07
wsm08011,-6.04,36.86,C,EU,205.0,47.99999997008377,48.0,2.9916229493665014e-08
wsm08012,-5.58,36.99,B,EU,226.0,159.99999934094342,160.0,6.590565817532479e-07
wsm08014,-5.81,37.06,C,EU,234.0,121.9999999829995,122.0,1.7000502339215018e-08
wsm08015,-3.11,37.54,C,EU,167.0,152.99999966932492,153.0,3.306750784304313e-07
wsm08016,-3.11,37.54,C,EU,167.0,53.00000012142896,53.0,1.2142896110844958e-07
wsm08017,-2.01,38.73,C,EU,296.0,143.00000012142897,143.0,1.2142896821387694e-07
wsm08018,-2.44,38.64,C,EU,282.0,145.99999950341464,146.0,4.965853577232338e-07
wsm08019,0.0,38.83,C,EU,304.0,100.00000032969656,100.0,3.2969656160730665e-07
wsm08020,-0.45,38.72,C,EU,310.0,177.00000002991624,177.0,2.991623659909237e-08
wsm08021,-2.78,40.47,B,EU,486.0,156.0000006543936,156.0,6.543936024172581e-07
wsm08022,-2.78,40.47,C,EU,486.0,42.00000002991624,42.0,2.991623659909237e-08
wsm08024,-2.72,40.6,C,EU,500.0,75.99999933420027,76.0,6.657997317915942e-07
wsm08026,-3.57,40.83,C,EU,533.0,134.0000000467328,134.0,4.6732793634873815e-08
wsm08028,-2.47,41.35,C,EU,583.0,59.00000066579973,59.0,6.657997317915942e-07
wsm08029,-2.7,41.45,C,EU,595.0,106.00000013921893,106.0,1.3921892616508558e-07
wsm08030,-7.32,37.3,C,EU,191.0,137.99999997008376,138.0,2.991623659909237e-08
wsm08033,-2.25,36.82,C,EU,85.0,44.000000046732794,43.999996,3.861430059259874e-06
wsm08034,-2.96,36.79,C,EU,84.0,124.00000049658536,124.0,4.965853577232338e-07
wsm08035,-2.15,36.87,C,EU,93.0,50.99999969000021,50.999996,3.504697474454588e-06
wsm08036,-2.15,36.87,C,EU,93.0,139.0000001930428,139.0,1.9304280840515275e-07
wsm08038,-3.02,36.91,C,EU,98.0,90.99999995326722,91.0,4.67327794240191e-08
wsm08039,-3.02,36.94,B,EU,101.0,158.9999993456064,159.0,6.543936024172581e-07
wsm08040,-1.59,38.22,C,EU,251.0,170.99999998633857,171.0,1.3661434650202864e-08
wsm08041,-1.7,38.35,C,EU,261.0,79.99999967030344,80.0,3.2969656160730665e-07
wsm08042,-0.29,39.0,B,EU,331.0,45.0,45.0,0.0
wsm08043,-0.57,39.28,C,EU,370.0,162.00000033067508,162.0,3.306750784304313e-07
wsm08044,-4.05,38.98,C,EU,345.0,150.000000222646,150.0,2.2264600829657866e-07
wsm08045,-4.04,38.93,C,EU,339.0,14.000000665799728,13.999999,1.6194740446451306e-06
wsm08049,-2.91,40.13,C,EU,449.0,79.00000049658536,79.0,4.965853577232338e-07
wsm08050,-3.03,40.19,C,EU,456.0,57.00000030055968,56.999996,4.115256942327505e-06
wsm08051,-3.04,40.18,C,EU,455.0,20.00000065905659,20.0,6.590565888586752e-07
wsm08052,-3.04,40.18,C,EU,455.0,62.99999966932493,62.999996,3.484022194299996e-06
wsm08054,-3.53,40.27,B,EU,471.0,53.00000012142896,53.0,1.2142896110844958e-07
wsm08057,-6.11,38.99,C,EU,403.0,97.00000016287966,97.0,1.6287965820538375e-07
wsm08058,-5.1,39.29,C,EU,413.0,174.9999998584472,175.0,1.4155278904581792e-07
wsm08059,0.61,41.97,C,EU,617.0,27.999999772463482,27.999998,1.6798121151850864e-06
wsm08061,2.74,42.17,B,EU,594.0,84.00000030999979,84.0,3.099997911704122e-07
wsm08063,2.8,42.19,C,EU,595.0,87.00000002991625,86.99999,7.659310782059947e-06
wsm08065,1.72,42.37,C,EU,632.0,7.00000016287966,6.9999995,6.397168181848656e-07
wsm08066,1.74,42.35,C,EU,629.0,167.9999996994403,168.0,3.005596909133601e-07
wsm08067,-3.62,42.3,C,EU,695.0,100.99999950341464,101.0,4.965853577232338e-07
wsm08068,-0.73,40.29,C,EU,478.0,117.00000033067508,117.0,3.306750784304313e-07
wsm09992,10.22,46.52,C,EU,832.0,152.99999966932492,153.0,3.306750784304313e-07
wsm10000,13.6,46.17,C,EU,810.0,10.999999503414644,10.999999,4.570889604593731e-07
wsm10045,10.35,46.51,C,EU,830.0,160.99999979615572,161.0,2.0384428012221179e-07
wsm100568,28.65,37.8,C,AT,33.0,112.99999917316029,113.0,8.268397095889668e-07
wsm100648,20.02,40.13,C,EU,187.0,53.00000012142896,53.0,1.2142896110844958e-07
wsm100691,20.17,41.23,C,EU,296.0,50.000000141552775,50.0,1.415527748349632e-07
wsm100910,40.78,39.49,C,EU,30.0,152.99999966932492,153.0,3.306750784304313e-07
wsm101292,19.53,40.05,C,EU,158.0,72.99999977246348,73.0,2.2753651762741356e-07
wsm101318,19.6,40.04,C,EU,161.0,69.99999934094342,70.0,6.590565817532479e-07
wsm101322,19.66,40.24,C,EU,182.0,84.99999985844721,84.99999,7.487841742204182e-06
wsm102145,21.25,38.31,C,AS,20.0,77.99999969944032,78.0,3.005596767025054e-07
wsm102205,19.93,42.26,C,EU,382.0,159.99999934094342,160.0,6.590565817532479e-07
wsm102221,28.1,40.28,C,AT,39.0,112.99999917316029,113.0,8.268397095889668e-07
wsm102226,12.99,43.61,C,EU,521.0,169.00000049658536,169.0,4.965853577232338e-07
wsm102261,28.98,40.46,C,AT,26.0,95.99999969000021,96.0,3.099997911704122e-07
wsm10231,14.367,47.583,C,EU,976.0,46.99999985654554,47.0,1.4345445720209682e-07
wsm10232,15.917,47.65,C,EU,958.0,174.0000003099998,174.0,3.099997911704122e-07
wsm10233,14.683,47.067,C,EU,918.0,20.00000065905659,20.0,6.590565888586752e-07
wsm10234,13.5,46.39,C,EU,832.0,170.99999998633857,171.0,1.3661434650202864e-08
wsm102637,21.68,43.81,C,EU,474.0,62.000000227536525,62.000004,3.587160740892159e-06
wsm102668,22.55,48.32,C,EU,916.0,81.99999987857105,82.0,1.2142895400302223e-07
wsm102671,20.65,40.04,C,EU,175.0,47.99999997008377,48.0,2.9916229493665014e-08
wsm102673,12.77,36.11,C,AF,270.0,130.9999998069572,131.0,1.9304280840515275e-07
wsm102691,15.67,35.95,C,AF,148.0,143.00000012142897,143.0,1.2142896821387694e-07
wsm103043,14.78,38.02,C,AF,46.0,149.00000066579972,149.0,6.657997175807395e-07
wsm103066,23.58,39.29,C,AS,10.0,100.99999950341464,101.0,4.965853577232338e-07
wsm103170,19.34,47.42,C,EU,914.0,50.99999969000021,50.999996,3.504697474454588e-06
wsm103417,42.72,39.6,C,EU,158.0,166.9999999829995,167.0,1.7000502339215018e-08
wsm103458,28.52,38.28,C,AT,45.0,133.00000014345446,133.0,1.4345445720209682e-07
wsm103500,39.96,38.83,C,AT,19.0,17.99999966932492,18.0,3.306750784304313e-07
wsm103605,14.74,44.91,C,EU,684.0,179.0000000467328,179.0,4.6732793634873815e-08
wsm103650,39.02,38.49,C,AT,24.0,21.000000654393613,21.0,6.543936130753991e-07
wsm103793,22.22,40.35,C,EU,151.0,75.99999933420027,76.0,6.657997317915942e-07
wsm103798,39.23,38.45,C,AT,16.0,24.99999934094341,24.999998,1.2482920439538248e-06
wsm103877,39.23,38.35,C,AR,22.0,22.00000082683971,21.999998,2.734188342401467e-06
wsm104163,20.24,38.36,C,EU,21.0,76.9999999829995,77.0,1.7000502339215018e-08
wsm104165,20.26,38.34,C,EU,21.0,62.99999966932493,62.999996,3.484022194299996e-06
wsm104170,20.34,38.37,C,EU,14.0,70.99999979615572,71.0,2.0384428012221179e-07
wsm104265,31.1,38.08,C,AT,250.0,167.9999996994403,168.0,3.005596909133601e-07
wsm104270,30.91,37.92,C,AT,232.0,9.00000001366144,9.0,1.3661439979273382e-08
wsm104495,21.5,38.52,C,EU,13.0,122.99999969944032,123.0,3.005596767025054e-07
wsm104497,21.47,38.5,C,EU,13.0,117.99999977246347,118.0,2.2753653183826827e-07
wsm104499,21.48,38.55,C,EU,17.0,122.99999969944032,123.0,3.005596767025054e-07
wsm104507,30.94,37.95,C,AT,235.0,152.00000022753653,152.0,2.2753653183826827e-07
wsm104509,30.87,37.96,C,AT,229.0,2.999999970083766,3.0,2.991623393455711e-08
wsm104601,19.93,41.1,C,EU,272.0,37.99999983712034,38.0,1.6287965820538375e-07
wsm104623,24.12,39.66,C,AS,29.0,102.00000030055968,102.0,3.005596767025054e-07
wsm10464,12.119,49.816,A,EU,1196.0,159.99999934094342,160.0,6.590565817532479e-07
wsm105002,33.28,37.31,C,AT,282.0,134.0000000467328,134.0,4.6732793634873815e-08
wsm105157,21.56,38.47,C,EU,6.0,112.99999917316029,113.0,8.268397095889668e-07
wsm105304,20.69,39.77,C,EU,146.0,35.999999986338565,36.0,1.3661434650202864e-08
wsm105319,19.52,41.28,C,EU,270.0,32.99999969944033,33.0,3.0055966959707803e-07
wsm105354,20.46,39.49,C,EU,113.0,17.99999966932492,18.0,3.306750784304313e-07
wsm105464,20.11,39.19,C,EU,85.0,55.99999950341464,55.999996,3.3181119079017662e-06
