SET,ID,LON,LAT,geometry,PLATE,REGIME,DIST,QUALITY,AZI,AZI_PRED,AZI_ERROR,STR
A,grid_000059,12.4,43,POINT (12.4 43),EU,NF,444.9680423,C,0,138.95897,41.04103,0.580181
A,grid_000060,13,43,POINT (13 43),EU,NF,454.779058,C,0,145.40868,34.591324,0.98881733
A,grid_000061,13.6,43,POINT (13.6 43),EU,NF,471.3519431,C,0,88.9261,88.9261,0.4421001
A,grid_000062,14.2,43,POINT (14.2 43),EU,TF,471.0160702,C,0,19.124353,19.124353,0.41766858
A,grid_000063,14.8,43,POINT (14.8 43),EU,TF,470.8850338,C,0,7.5960026,7.5960026,0.43426818
A,grid_000064,15.4,43,POINT (15.4 43),EU,TF,476.1474841,C,0,18.187605,18.187605,0.696857
A,grid_000065,16,43,POINT (16 43),EU,TF,456.1154018,C,0,4.9670553,4.9670553,0.25039816
A,grid_000066,10,43.6,POINT (10 43.6),EU,TF,512.0189734,C,0,158.33522,21.66478,0.1966508
A,grid_000067,10.6,43.6,POINT (10.6 43.6),EU,TF,505.2726833,C,0,159.4384,20.5616,0.20283012
A,grid_000068,11.2,43.6,POINT (11.2 43.6),EU,TF,502.7846283,C,0,134.75539,45.244614,0.83046705
A,grid_000069,11.8,43.6,POINT (11.8 43.6),EU,SS,503.9005823,C,0,149.01514,30.984863,0.5553209
A,grid_000070,12.4,43.6,POINT (12.4 43.6),EU,NF,511.0197225,C,0,131.2847,48.7153,0.8334193
A,grid_000071,13,43.6,POINT (13 43.6),EU,NF,519.5040657,C,0,163.26024,16.739761,0.6369686
A,grid_000072,13.6,43.6,POINT (13.6 43.6),EU,TF,536.6430128,C,0,4.8281784,4.8281784,0.4906671
A,grid_000073,14.2,43.6,POINT (14.2 43.6),EU,TF,537.5765978,C,0,177.67615,2.3238525,0.2565561
A,grid_000074,14.8,43.6,POINT (14.8 43.6),EU,TF,537.4628817,C,0,3.697815,3.697815,0.18743595
A,grid_000075,15.4,43.6,POINT (15.4 43.6),EU,TF,536.5423869,C,0,6.726243,6.726243,0.21198836
A,grid_000076,16,43.6,POINT (16 43.6),EU,TF,518.5926069,C,0,11.042272,11.042272,0.4978802
A,grid_000077,10,44.2,POINT (10 44.2),EU,NF,577.619699,C,0,122.45996,57.54004,0.5360314
A,grid_000078,10.6,44.2,POINT (10.6 44.2),EU,NF,571.7063536,C,0,128.76665,51.233353,0.6112627
A,grid_000079,11.2,44.2,POINT (11.2 44.2),EU,NF,569.4034123,C,0,156.76405,23.235947,0.5829526
A,grid_000080,11.8,44.2,POINT (11.8 44.2),EU,NF,570.4000083,C,0,13.756661,13.756661,0.59880114
A,grid_000081,12.4,44.2,POINT (12.4 44.2),EU,TF,577.217807,C,0,122.878876,57.121124,0.65085924
A,grid_000082,13,44.2,POINT (13 44.2),EU,SS,584.6699117,C,0,161.16368,18.836319,0.30114973
A,grid_000083,13.6,44.2,POINT (13.6 44.2),EU,TF,602.2402067,C,0,176.36497,3.635025,0.29057872
A,grid_000084,14.2,44.2,POINT (14.2 44.2),EU,TF,604.1658438,C,0,1.1189609,1.1189609,0.20993519
A,grid_000085,14.8,44.2,POINT (14.8 44.2),EU,TF,604.0656432,C,0,4.456158,4.456158,0.19894058
A,grid_000086,15.4,44.2,POINT (15.4 44.2),EU,TF,597.8992304,C,0,10.5698,10.5698,0.2434688
A,grid_000087,16,44.2,POINT (16 44.2),EU,SS,582.0033803,C,0,179.7975,0.20249939,0.16737446
A,grid_000088,10,44.8,POINT (10 44.8),EU,TF,633.8840233,C,0,10.545988,10.545988,0.35811165
A,grid_000089,10.6,44.8,POINT (10.6 44.8),EU,TF,633.8856971,C,0,167.26955,12.7304535,0.67456275
A,grid_000090,11.2,44.8,POINT (11.2 44.8),EU,TF,633.8873708,C,0,162.02515,17.974854,0.20354444
A,grid_000091,11.8,44.8,POINT (11.8 44.8),EU,TF,633.8890445,C,0,162.07915,17.920853,0.17739193
A,grid_000092,12.4,44.8,POINT (12.4 44.8),EU,NF,633.8907183,C,0,148.91194,31.088058,0.23171389
A,grid_000093,13,44.8,POINT (13 44.8),EU,NF,633.892392,C,0,149.81618,30.183823,0.19089523
A,grid_000094,13.6,44.8,POINT (13.6 44.8),EU,NF,633.8940658,C,0,156.33437,23.665634,0.22012746
A,grid_000095,14.2,44.8,POINT (14.2 44.8),EU,TF,633.8957395,C,0,3.2857566,3.2857566,0.15694818
A,grid_000096,14.8,44.8,POINT (14.8 44.8),EU,TF,633.8974132,C,0,5.0438285,5.0438285,0.20282188
A,grid_000097,15.4,44.8,POINT (15.4 44.8),EU,NF,633.899087,C,0,168.37582,11.624176,0.06978925
A,grid_000098,16,44.8,POINT (16 44.8),EU,TF,633.9007607,C,0,6.407906,6.407906,0.1084919
